(4389.583333333333, 2219.8750813802085, 4417.9168701171875, 2219.8750813802085)
(4429.1249593098955, 2219.8750813802085, 4441.250101725261, 2219.8750813802085)
(4452.458190917969, 2219.8750813802085, 4464.583333333333, 2219.8750813802085)
(4475.791422526042, 2219.8750813802085, 4487.583414713542, 2219.8750813802085)
(4499.708557128906, 2219.8750813802085, 4527.458190917969, 2219.8750813802085)
(4389.583333333333, 2249.083455403646, 4417.9168701171875, 2249.083455403646)
(4429.1249593098955, 2249.083455403646, 4441.250101725261, 2249.083455403646)
(4452.458190917969, 2249.083455403646, 4464.583333333333, 2249.083455403646)
(4475.791422526042, 2249.083455403646, 4487.583414713542, 2249.083455403646)
(4499.708557128906, 2249.083455403646, 4527.458190917969, 2249.083455403646)
(4343.7917073567705, 1951.458231608073, 4577.083333333333, 1951.458231608073)
(4606.2917073567705, 1951.458231608073, 4694.000244140625, 1951.458231608073)
(4320.458475748698, 1928.125, 4717.333475748698, 1928.125)
(4577.083333333333, 1951.458231608073, 4577.083333333333, 2219.8750813802085)
(4606.2917073567705, 1951.458231608073, 4606.2917073567705, 2219.8750813802085)
(4606.2917073567705, 2219.8750813802085, 4717.333475748698, 2219.8750813802085)
(4577.083333333333, 2219.8750813802085, 4527.458190917969, 2219.8750813802085)
(4389.583333333333, 2219.8750813802085, 4343.7917073567705, 2219.8750813802085)
(4717.333475748698, 2249.083455403646, 4527.458190917969, 2249.083455403646)
(4389.583333333333, 2249.083455403646, 4320.458475748698, 2249.083455403646)
(4343.7917073567705, 2219.8750813802085, 4343.7917073567705, 1951.458231608073)
(4320.458475748698, 2249.083455403646, 4320.458475748698, 1928.125)
(4389.583333333333, 2249.083455403646, 4389.583333333333, 2219.8750813802085)
(4527.458190917969, 2249.083455403646, 4527.458190917969, 2219.8750813802085)
(4717.333475748698, 2033.2499186197917, 4717.333475748698, 1928.125)
(4717.333475748698, 2249.083455403646, 4717.333475748698, 2219.8750813802085)
(4717.333475748698, 2033.2499186197917, 4694.000244140625, 2033.2499186197917)
(4694.000244140625, 2033.2499186197917, 4694.000244140625, 1951.458231608073)
(5159.625244140625, 1549.291483561198, 5159.625244140625, 1573.5000610351562)
(5159.625244140625, 1573.5000610351562, 5141.6249593098955, 1573.5000610351562)
(5130.4168701171875, 1573.5000610351562, 5118.291727701823, 1573.5000610351562)
(5107.0831298828125, 1573.5000610351562, 5095.291646321614, 1573.5000610351562)
(5084.041849772136, 1573.5000610351562, 5071.958414713542, 1573.5000610351562)
(5059.833272298177, 1573.5000610351562, 5042.708333333333, 1573.5000610351562)
(5042.708333333333, 1573.5000610351562, 5042.708333333333, 1549.291483561198)
(5042.708333333333, 1549.291483561198, 5059.833272298177, 1549.291483561198)
(5071.958414713542, 1549.291483561198, 5084.041849772136, 1549.291483561198)
(5095.291646321614, 1549.291483561198, 5107.0831298828125, 1549.291483561198)
(5118.291727701823, 1549.291483561198, 5130.4168701171875, 1549.291483561198)
(5141.6249593098955, 1549.291483561198, 5159.625244140625, 1549.291483561198)
(4280.624898274739, 1549.291483561198, 4280.624898274739, 1573.5000610351562)
(4280.624898274739, 1573.5000610351562, 4262.583414713542, 1573.5000610351562)
(4251.375071207683, 1573.5000610351562, 4239.583333333333, 1573.5000610351562)
(4228.041585286458, 1573.5000610351562, 4216.250101725261, 1573.5000610351562)
(4204.1249593098955, 1573.5000610351562, 4192.916615804036, 1573.5000610351562)
(4180.791727701823, 1573.5000610351562, 4163.6667887369795, 1573.5000610351562)
(4163.6667887369795, 1573.5000610351562, 4163.6667887369795, 1549.291483561198)
(4163.6667887369795, 1549.291483561198, 4180.791727701823, 1549.291483561198)
(4192.916615804036, 1549.291483561198, 4204.1249593098955, 1549.291483561198)
(4216.250101725261, 1549.291483561198, 4228.041585286458, 1549.291483561198)
(4239.583333333333, 1549.291483561198, 4251.375071207683, 1549.291483561198)
(4262.583414713542, 1549.291483561198, 4280.624898274739, 1549.291483561198)
(3670.875040690104, 1549.291483561198, 3670.875040690104, 1573.5000610351562)
(3670.875040690104, 1573.5000610351562, 3653.7501017252603, 1573.5000610351562)
(3641.624959309896, 1573.5000610351562, 3630.4166158040366, 1573.5000610351562)
(3618.2917277018228, 1573.5000610351562, 3606.499989827474, 1573.5000610351562)
(3595.2916463216147, 1573.5000610351562, 3583.166758219401, 1573.5000610351562)
