(3150.1950073242188, 1240.1886291503906)
(3150.1659240722656, 1240.1976165771484)
(3150.1670989990234, 1240.1944274902344)
(3150.1959838867188, 1242.985855102539)
(3150.197052001953, 1242.9880828857422)
(3150.1956634521484, 1242.9888153076172)
(4560.0203857421875, 1283.7396545410156)
(4559.981475830078, 1283.7988586425781)
(4559.98127746582, 1283.8046264648438)
(3150.1963500976562, 1242.9864501953125)
(3150.1979064941406, 1242.9888458251953)
(3150.1971282958984, 1242.9893341064453)
(4560.0186767578125, 1283.7361602783203)
(4559.980743408203, 1283.7953453063965)
(4559.981628417969, 1283.8023834228516)
(3205.7936096191406, 1512.5142364501953)
(3205.7947731018066, 1512.5166015625)
(3208.122325897217, 1512.3579406738281)
(4560.330047607422, 1287.3485679626465)
(4560.314514160156, 1287.2789735794067)
(4560.2620849609375, 1286.9860706329346)
(3205.825653076172, 1512.4778594970703)
(3205.8256187438965, 1512.4746704101562)
(3207.380051612854, 1512.4158782958984)
(4876.484832763672, 1661.8687133789062)
(4876.481643676758, 1661.907470703125)
(4876.5220012664795, 1661.89892578125)
(3259.0641479492188, 1837.5928039550781)
(3259.057861328125, 1837.59326171875)
(3259.0575561523438, 1837.5914306640625)
(4876.486114501953, 1661.8624114990234)
(4876.485076904297, 1661.8699798583984)
(4876.533000946045, 1661.8730239868164)
(3259.06201171875, 1837.5933532714844)
(3259.056930541992, 1837.5936279296875)
(3259.0558280944824, 1837.5907592773438)
(3565.6536865234375, 1973.4624633789062)
(3565.696533203125, 1973.464599609375)
(4470.452606201172, 1977.3339233398438)
(4470.457458496094, 1977.3453369140625)
(4876.6455078125, 1667.533064365387)
(4876.640563964844, 1667.6496014595032)
(4876.535554885864, 1668.2568197250366)
(3259.0845336914062, 1837.5780334472656)
(3259.0759887695312, 1837.5897903442383)
(3495.6204833984375, 2080.3388671875)
(3259.0763549804688, 1837.5870513916016)
(3495.6283416748047, 2080.335174560547)
(3565.6939392089844, 1973.4130249023438)
(3495.6315002441406, 2080.3515014648438)
(3565.667755126953, 1973.4676513671875)
(4470.446105957031, 1977.2833557128906)
(4470.440101623535, 1977.2901000976562)
(2861.633056640625, 2218.4375)
(2861.6331176757812, 2218.438720703125)
(2987.2421875, 2192.4995727539062)
(2861.615707397461, 2218.4867248535156)
(2987.2808837890625, 2192.4741821289062)
(2987.2795181274414, 2192.478790283203)
(3495.6156616210938, 2080.341827392578)
(3495.6254119873047, 2080.3372955322266)
(3565.6910095214844, 1973.4166984558105)
(3495.626724243164, 2080.342300415039)
(3565.69197845459, 1973.4225540161133)
(4470.438247680664, 1977.2965774536133)
(4470.438827514648, 1977.2925033569336)
(1704.1916809082031, 2301.1856994628906)
(1704.1911010742188, 2301.1874389648438)
(1704.171184539795, 2301.203338623047)
(1944.6395263671875, 2378.889373779297)
(1944.6402893066406, 2378.89453125)
(1944.642867565155, 2378.8997802734375)
(2433.096893310547, 2396.7182006835938)
(2433.0997772216797, 2396.7172241210938)
(2861.63427734375, 2218.439483642578)
(2861.630340576172, 2218.438720703125)
(2987.2718505859375, 2192.4918823242188)
(2861.6173782348633, 2218.484100341797)
(2987.2825622558594, 2192.4699096679688)
(2987.282970428467, 2192.472152709961)
(3495.6197814941406, 2080.33878326416)
(3495.621109008789, 2080.339698791504)
(3495.6270484924316, 2080.3413276672363)
(4137.113708496094, 2389.6342010498047)
(4137.115081787109, 2389.629608154297)
(4137.104887962341, 2389.6429748535156)
(5401.36328125, 2391.7328491210938)
(5401.361175537109, 2391.7202758789062)
(5401.356063842773, 2391.7144775390625)
(1704.1696472167969, 2301.1992950439453)
(1704.1703491210938, 2301.19970703125)
(1704.1757040023804, 2301.199951171875)
(1944.6414794921875, 2378.8909606933594)
(1944.6407165527344, 2378.890594482422)
(2098.985321044922, 2472.9697265625)
(1944.64799118042, 2378.8909912109375)
(2098.9861907958984, 2472.962432861328)
(2098.9849243164062, 2472.9664001464844)
(2433.0811157226562, 2403.851806640625)
(2433.0894775390625, 2403.8460235595703)
(2437.3245339393616, 2403.8682861328125)
(2861.6331481933594, 2218.440258026123)
(2861.627944946289, 2218.413017272949)
(2987.2296447753906, 2192.4307346343994)
(3047.268569946289, 2486.2349548339844)
(2861.6086959838867, 2218.4929428100586)
(2987.2345275878906, 2192.4755210876465)
(3047.2669372558594, 2486.2364501953125)
(2987.23282623291, 2192.4771633148193)
(3290.0067749023438, 2510.644805908203)
(3294.5055236816406, 2510.5855712890625)
(3294.507278442383, 2510.58984375)
(3651.8514099121094, 2436.6849365234375)
(3651.828155517578, 2436.7646484375)
(3651.8208236694336, 2436.7733764648438)
(4137.156799316406, 2389.8365478515625)
(4137.155166625977, 2389.839813232422)
(4137.145832061768, 2389.8660278320312)
(5401.377746582031, 2392.4474487304688)
(5401.377471923828, 2392.4471130371094)
(5401.385850906372, 2392.451858520508)
(1704.2161865234375, 2307.2643554210663)
(1704.242431640625, 2307.7878556251526)
(1944.6903686523438, 2378.881172180176)
(1704.2329597473145, 2307.622011899948)
(1944.6884460449219, 2378.8853302001953)
(2098.9751586914062, 2472.954833984375)
(1944.700927734375, 2378.8670501708984)
(2098.9424438476562, 2472.9269409179688)
(2098.9291458129883, 2472.928192138672)
(2433.112335205078, 2403.812126159668)
(2433.1155548095703, 2403.8130264282227)
(2437.123641014099, 2403.8426818847656)
(3047.2169799804688, 2486.217971801758)
(3047.2151794433594, 2486.214324951172)
