(3670.442840576172, 874.4438629150391)
(3670.4729614257812, 874.3543701171875)
(3670.471611022949, 874.3547515869141)
(2054.931610107422, 999.5376892089844)
(2054.9325561523438, 999.5360717773438)
(2056.103264808655, 999.4312744140625)
(2500.884521484375, 1089.6140747070312)
(2500.877716064453, 1089.6075439453125)
(2500.878797531128, 1089.6344604492188)
(3670.4371948242188, 874.4448776245117)
(3670.4733276367188, 874.3539657592773)
(3670.471778869629, 874.3536758422852)
(2054.931121826172, 999.5280532836914)
(2054.9307556152344, 999.5292129516602)
(2056.0524883270264, 999.4235229492188)
(2500.8798217773438, 1089.6150512695312)
(2500.875274658203, 1089.625961303711)
(2500.8746490478516, 1089.6270141601562)
(3670.46240234375, 1215.3795776367188)
(3670.4580993652344, 1215.323974609375)
(3670.452163696289, 1215.3256225585938)
(2500.8810119628906, 1089.6159038543701)
(2500.875732421875, 1089.6261157989502)
(2500.8743419647217, 1089.6253280639648)
(3536.8626708984375, 1368.0431823730469)
(3536.8318786621094, 1368.0406494140625)
(3670.4666137695312, 1215.3660888671875)
(3670.4588928222656, 1215.3144226074219)
(3536.8340911865234, 1368.0444030761719)
(3670.4535522460938, 1215.3186798095703)
(3536.8411865234375, 1369.075698852539)
(3536.845458984375, 1369.076644897461)
(3670.465087890625, 1215.3698348999023)
(3536.846176147461, 1369.0792388916016)
(3670.4588928222656, 1215.3197174072266)
(3670.4501037597656, 1215.322998046875)
(2330.5525512695312, 1533.201416015625)
(2330.5546875, 1533.1966857910156)
(2330.557361602783, 1533.2012329101562)
(3536.8397216796875, 1369.0752487182617)
(3536.8460388183594, 1369.0770568847656)
(3536.843063354492, 1369.080307006836)
(4416.413146972656, 1533.8470153808594)
(4416.411270141602, 1533.8492431640625)
(4416.410232543945, 1533.849609375)
(2330.5480346679688, 1533.1989517211914)
(2330.5516052246094, 1533.1954727172852)
(2330.5544776916504, 1533.2016830444336)
(2777.3723754882812, 1657.3640747070312)
(2779.9354858398438, 1657.3372802734375)
(2779.9376220703125, 1657.33984375)
(4416.4144287109375, 1533.8417205810547)
(4416.412826538086, 1533.8434295654297)
(4416.412139892578, 1533.8462219238281)
(2330.787841796875, 1539.2967500686646)
(2330.779754638672, 1539.1363325119019)
(2330.770456314087, 1539.1259689331055)
(2777.3758544921875, 1657.3614196777344)
(2779.936492919922, 1657.3365859985352)
(2779.936851501465, 1657.3386306762695)
(4416.545196533203, 1539.5879259109497)
(4416.54296875, 1539.606094121933)
(4416.543876647949, 1539.5996706485748)
(3987.659423828125, 1918.0997161865234)
(3987.657989501953, 1918.1058959960938)
(3987.6747250556946, 1918.1309814453125)
(4670.579376220703, 1916.7327880859375)
(4670.5750732421875, 1916.7045288085938)
(4670.570358276367, 1916.7076568603516)
(2604.0863647460938, 2067.1550903320312)
(2604.0868225097656, 2067.154571533203)
(2604.0874252319336, 2067.15380859375)
(3987.6619262695312, 1918.0995025634766)
(3987.662094116211, 1918.110366821289)
(3987.6731147766113, 1918.127944946289)
(4670.583190917969, 1916.742286682129)
(4670.57405090332, 1916.7000045776367)
(4670.572135925293, 1916.7039947509766)
(2604.0867309570312, 2067.155975341797)
(2604.0863037109375, 2067.1555786132812)
(2604.0870475769043, 2067.1551666259766)
(2945.3991165161133, 2164.5071716308594)
(2945.400360107422, 2164.5127563476562)
(2949.2477655410767, 2164.432647705078)
(3485.908477783203, 2182.1083450317383)
(3485.9095764160156, 2182.1115798950195)
(3485.910972595215, 2182.112480163574)
(3987.7223205566406, 1923.6892066001892)
(3987.710494995117, 1923.708335161209)
(3987.682180404663, 1923.7216653823853)
(4474.427780151367, 2171.8123626708984)
(4474.428810119629, 2171.811553955078)
(4670.378448486328, 1922.9030692577362)
(4670.375503540039, 1922.8941531181335)
(4670.376621246338, 1922.9025311470032)
(1229.7564697265625, 2341.7006225585938)
(1229.7873992919922, 2341.705841064453)
(1229.7862854003906, 2341.7059020996094)
(1784.89990234375, 2326.0133666992188)
(1784.8977508544922, 2326.0126953125)
(2604.107666015625, 2067.144814014435)
(2604.1085052490234, 2067.1455607414246)
(2604.1070594787598, 2067.1426792144775)
(2945.4031677246094, 2164.4993286132812)
(2945.403896331787, 2164.5000610351562)
(2949.199420928955, 2164.4319076538086)
(3485.9068603515625, 2182.110752105713)
(3485.908721923828, 2182.1177368164062)
(3485.9117908477783, 2182.122283935547)
(4474.430603027344, 2171.8072509765625)
(4474.430114746094, 2171.808807373047)
(1229.7562866210938, 2341.7025604248047)
(1229.8263244628906, 2341.6936645507812)
(1229.8251342773438, 2341.6926879882812)
(1784.9028778076172, 2326.012725830078)
(1784.8987884521484, 2326.0101318359375)
(3485.7539672851562, 2183.632272720337)
(3485.75439453125, 2183.627226829529)
(3485.7671451568604, 2183.627212047577)
(4474.394744873047, 2178.5809042453766)
(4474.392189025879, 2178.5813727378845)
(785.1467895507812, 2619.6780395507812)
(785.1522216796875, 2619.6022338867188)
(785.1810646057129, 2619.606689453125)
(1229.7688293457031, 2341.704257965088)
(1229.7965850830078, 2341.7018089294434)
(1229.7971801757812, 2341.7024421691895)
(1784.9397583007812, 2326.012928009033)
