(4697.178619384766, 2390.4986419677734)
(4702.179443359375, 2390.461135864258)
(4702.176422119141, 2390.451629638672)
(4697.354156494141, 2392.486282348633)
(4702.047760009766, 2392.4730529785156)
(4702.046890258789, 2392.4741821289062)
(4972.6639404296875, 2407.910858154297)
(4972.665313720703, 2407.9050903320312)
(5096.011428833008, 2520.7931518554688)
(5096.012008666992, 2520.7888793945312)
(5645.2296142578125, 2509.69921875)
(5645.230758666992, 2509.6989135742188)
(5645.200918197632, 2509.7107543945312)
(4697.360061645508, 2392.484931945801)
(4702.0457763671875, 2392.4730834960938)
(4811.577117919922, 2641.8887329101562)
(4702.04923248291, 2392.4668884277344)
(4811.581695556641, 2641.8403930664062)
(4972.668304443359, 2407.902847290039)
(4811.582427978516, 2641.8370666503906)
(4972.668487548828, 2407.898651123047)
(5095.882843017578, 2525.1395874023438)
(5095.882873535156, 2525.139862060547)
(5645.267761230469, 2509.692352294922)
(5645.268157958984, 2509.6923828125)
(5645.225301742554, 2509.7012634277344)
(6194.808166503906, 2637.2225341796875)
(6194.83366394043, 2637.2069702148438)
(6194.835372924805, 2637.2054443359375)
(3523.7431640625, 2699.7882080078125)
(3523.7501831054688, 2699.7830200195312)
(3523.749900817871, 2699.7832641601562)
(4346.27783203125, 2707.8517456054688)
(4346.27889251709, 2707.8504333496094)
(4697.2835693359375, 2746.6676025390625)
(4355.016539573669, 2707.8463134765625)
(4811.534454345703, 2641.7904357910156)
(4702.061248779297, 2746.615753173828)
(4702.062553405762, 2746.6180114746094)
(4811.5482177734375, 2641.7974548339844)
(4811.548080444336, 2641.796173095703)
(5095.881591796875, 2525.155990600586)
(5095.881072998047, 2525.1546783447266)
(5645.269073486328, 2509.6919174194336)
(5645.270523071289, 2509.691390991211)
(5645.232557296753, 2509.6832122802734)
(6194.8067626953125, 2637.1927795410156)
(6194.835052490234, 2637.1732482910156)
(6194.837333679199, 2637.1715087890625)
(2860.3765563964844, 2885.66162109375)
(2860.3749237060547, 2885.6698303222656)
(2860.3754501342773, 2885.6791381835938)
(3523.7418823242188, 2699.789581298828)
(3523.7483825683594, 2699.7850494384766)
(3523.7484588623047, 2699.78564453125)
(3865.4148559570312, 2807.571731567383)
(3865.417510986328, 2807.5665283203125)
(3865.4061856269836, 2807.569549560547)
(4346.277282714844, 2707.8516387939453)
(4346.281723022461, 2707.849899291992)
(4697.278259277344, 2746.6683654785156)
(4355.018337726593, 2707.8448181152344)
(4811.528472900391, 2641.7940521240234)
(4702.058135986328, 2746.623809814453)
(4702.0596923828125, 2746.6221923828125)
(4811.548110961914, 2641.7616806030273)
(4811.548782348633, 2641.758270263672)
(5898.199592590332, 2814.408432006836)
(5898.198226928711, 2814.4083557128906)
(5898.89159488678, 2814.5133361816406)
(6194.787689208984, 2637.187210083008)
(6194.829986572266, 2637.176284790039)
(6194.831970214844, 2637.1736602783203)
(2860.3778076171875, 2885.6586151123047)
(2860.375762939453, 2885.667510986328)
(2860.377197265625, 2885.6735229492188)
(3523.7626037597656, 2699.7803707122803)
(3523.7683715820312, 2699.780732154846)
(3523.7670612335205, 2699.7801303863525)
(3865.4161071777344, 2807.571792602539)
(3865.4173583984375, 2807.564697265625)
(3865.407392501831, 2807.5675354003906)
(4230.530578613281, 3026.9943237304688)
(4230.5286293029785, 3026.990966796875)
(4346.257537841797, 2707.827262878418)
(4346.266304016113, 2707.825713634491)
(4232.997227668762, 3026.9805297851562)
(4697.280944824219, 2746.6637268066406)
(4355.014819860458, 2707.770724773407)
(4702.059341430664, 2746.6221504211426)
(4702.060195922852, 2746.6214294433594)
(5898.197196960449, 2814.4113998413086)
(5898.194320678711, 2814.4109649658203)
(5898.881792068481, 2814.5142135620117)
(2860.3764038085938, 2885.660629272461)
