(2736.28759765625, 1077.505126953125)
(2736.2933959960938, 1077.5035400390625)
(2736.295211791992, 1077.5057983398438)
(3032.93408203125, 1096.1136474609375)
(3034.8982849121094, 1096.2664794921875)
(3034.8983459472656, 1096.2669067382812)
(3460.209297180176, 1058.2155151367188)
(3460.20947265625, 1058.2172546386719)
(3462.6753730773926, 1058.2562255859375)
(3814.3818359375, 1096.2194519042969)
(3814.3826217651367, 1096.2180786132812)
(2736.2928771972656, 1077.506088256836)
(2736.2972717285156, 1077.5074310302734)
(2736.297576904297, 1077.5071868896484)
(3032.9603881835938, 1096.1156616210938)
(3034.9004974365234, 1096.2633972167969)
(3034.89949798584, 1096.2630615234375)
(3460.211311340332, 1058.2137603759766)
(3460.211696624756, 1058.2118225097656)
(3462.6695613861084, 1058.2595672607422)
(3814.378875732422, 1096.2135009765625)
(3814.379440307617, 1096.2123107910156)
(4366.915832519531, 1209.4951782226562)
(4366.912673950195, 1209.4927978515625)
(4366.898319244385, 1209.4934997558594)
(2736.2985229492188, 1077.5049057006836)
(2736.3006591796875, 1077.5029525756836)
(2736.301010131836, 1077.4990844726562)
(3032.960235595703, 1096.1160736083984)
(3034.9034576416016, 1096.2586135864258)
(3034.904853820801, 1096.2550735473633)
(3460.2149353027344, 1058.1992635726929)
(3460.214874267578, 1058.1986083984375)
(3462.656903743744, 1058.2661809921265)
(3814.3822326660156, 1096.2104015350342)
(3814.3838119506836, 1096.2055587768555)
(4366.916442871094, 1209.4970092773438)
(4366.912460327148, 1209.494873046875)
(4366.9002475738525, 1209.4962768554688)
(5824.922912597656, 1270.6054382324219)
(5824.922302246094, 1270.6055908203125)
(5824.9228515625, 1270.611557006836)
(2908.744903564453, 1407.609390258789)
(2914.3194885253906, 1407.348388671875)
(2914.3156509399414, 1407.3471374511719)
(3693.5945739746094, 1406.2526550292969)
(3693.5917587280273, 1406.2484741210938)
(4366.9176025390625, 1209.50048828125)
(4366.910202026367, 1209.4949264526367)
(4366.898047447205, 1209.4956665039062)
(5824.923767089844, 1270.6033325195312)
(5824.922164916992, 1270.6001281738281)
